Geneid	Control_1	Control_2	Treated_1	Treated_2
NM_001275319.2	0	0	1	1
NM_001104204.3	0	1	0	0
NM_141192.3	0	0	2	2
NM_001316528.1	2	0	3	7
NR_133321.1	0	1	1	0
NM_001275321.1	0	0	1	0
NM_176396.2	1	2	5	9
NM_141197.4	0	2	1	0
NM_001014604.2	1	5	24	25
NM_141198.4	32	43	317	285
NM_164339.4	0	0	0	1
NM_141199.4	8	9	25	16
NM_001275322.1	0	0	0	1
NM_164346.3	0	0	1	4
NM_141204.4	132	254	2101	2199
NM_001202235.2	40	60	338	354
NR_133322.1	0	0	0	1
NR_133324.1	0	0	0	1
NM_001300227.1	0	0	0	4
NM_141208.5	30	29	55	106
NR_125061.1	2	0	6	10
NM_141209.3	682	1269	10028	10005
NM_176397.5	0	0	0	1
NM_001300228.1	0	0	0	3
NM_168996.5	0	3	15	33
NM_141212.4	0	0	2	2
NM_168998.3	0	0	8	2
NM_168999.3	1	0	2	6
NM_141214.5	2	3	20	16
NM_141215.2	0	0	0	1
NM_141216.4	66	88	603	612
NM_169003.4	17	14	2	1
NR_125062.1	0	1	6	12
NR_048320.2	2	0	2	0
NM_169007.2	0	0	1	1
NM_141217.3	3	3	69	53
NM_001275327.1	0	0	0	1
NM_001275326.2	5	1	23	26
NM_169006.2	0	0	3	0
NM_141219.2	20	42	330	266
NM_001104212.2	0	0	2	0
NM_079499.4	0	0	1	0
NM_001170036.2	3	3	24	14
NM_141227.3	0	2	8	10
NM_079500.4	10	18	86	104
NM_141228.2	0	0	18	15
NM_001259981.1	0	0	1	0
NM_001259982.2	0	1	0	3
NM_001259983.2	0	0	34	36
NR_073980.1	0	0	4	7
NR_073981.1	0	0	2	2
NM_001031976.1	0	0	2	0
NM_141232.3	208	384	2418	2552
NM_001275331.1	2	0	0	5
NM_001259985.2	0	1	0	0
NM_001275333.1	0	0	2	1
NR_133326.1	0	0	2	6
NM_001275334.1	0	0	0	1
NM_141237.2	30	65	659	679
NM_141238.2	0	0	38	32
NM_001275339.1	0	1	15	4
NM_001275340.1	0	0	8	5
NM_001014605.3	0	0	0	1
NM_001104215.2	6	8	42	39
NR_125070.1	0	0	2	2
NM_079506.4	146	193	815	847
NM_001259991.2	1	1	0	0
NM_141252.3	0	2	8	26
NM_141254.2	0	0	0	4
NR_163203.1	0	0	2	0
NR_048323.2	2	2	8	6
NR_125072.1	0	0	1	4
NM_001259993.3	4	4	44	33
NM_001259995.1	40	118	38	49
NM_141255.3	28	48	370	316
NM_001300240.1	0	1	0	1
NM_001316565.1	0	0	16	2
NM_001275342.1	0	2	0	0
NM_169026.3	0	0	0	2
NM_141258.4	0	0	0	1
NM_169027.3	1	1	2	2
NM_169028.3	0	0	0	1
NM_169029.3	0	1	6	11
NM_001259998.2	0	2	5	3
NM_001275347.1	1	0	0	3
NM_141262.3	28	34	225	188
NM_141263.3	0	0	0	2
NM_206428.2	2	0	5	7
NM_169034.4	50	45	150	190
NR_156772.1	1	2	6	13
NR_156771.1	1	1	1	0
NM_001275348.1	0	1	3	5
NM_141265.2	0	0	1	0
NM_141266.3	16	26	103	116
NM_001300242.1	0	0	3	5
NM_141267.3	0	0	0	4
NR_133327.1	0	0	2	4
NM_141268.3	7	2	39	31
NM_169037.3	4	0	9	2
NM_170644.3	6	10	25	28
NM_170642.3	16	9	16	10
NM_001144534.2	0	1	1	3
NM_170643.3	13	12	29	55
NM_206429.2	0	0	2	2
NM_001259999.2	2	1	7	0
NM_169046.2	0	0	8	6
NM_141269.3	0	0	1	0
NM_141270.1	42	36	184	186
NM_001014606.2	1	2	18	18
NM_141273.3	0	0	1	0
NM_169050.2	14	10	50	48
NM_080171.4	14	30	126	138
NM_001014607.2	7	13	77	72
NM_169052.3	18	32	98	96
NM_141276.2	0	2	4	2
NM_001275351.2	2	0	3	0
NM_001275353.1	0	0	0	1
NM_141281.3	7	6	29	37
NM_141282.3	575	1014	3724	3786
NM_141284.4	6	16	60	91
NM_169055.3	30	38	210	210
NM_001300249.1	0	2	8	3
NM_001316566.1	0	0	13	8
NM_169057.1	3	11	70	71
NM_169059.2	0	0	5	6
NM_169060.2	0	0	0	1
NM_001300251.1	2	0	10	15
NM_001347769.1	0	0	1	1
NM_141289.3	1	0	6	6
NM_141290.6	0	2	2	0
NM_141291.4	8	13	57	52
NM_001382053.1	0	0	1	0
NR_048326.1	0	0	0	1
NR_133328.1	0	0	5	2
NM_001275359.1	0	0	0	1
NM_141294.5	2	0	15	11
NM_141295.4	8	6	92	88
NM_169068.3	18	18	217	164
NM_141298.2	2	4	24	22
NM_057766.5	26	48	185	199
NM_001300253.1	0	2	0	0
NM_169074.2	21	15	126	128
NM_169078.2	0	0	1	0
NR_003880.1	1	1	0	5
NR_003881.1	1	2	6	9
NR_003882.1	1	3	4	6
NR_003883.1	1	1	8	9
NR_003884.1	1	2	23	16
NR_002491.2	0	0	5	7
NR_003885.1	6	0	1	1
NR_003886.1	1	0	2	2
NM_141300.2	4	17	178	174
NM_169080.3	0	0	1	0
NR_133329.1	1	3	1	1
NM_169081.4	23	14	65	78
NM_141302.3	0	0	23	15
NR_003887.1	0	1	0	0
NM_141306.3	60	130	224	204
NM_169084.2	2	0	0	0
NM_169085.3	24	86	151	140
NM_141308.3	14	30	102	148
NM_001144539.2	1	7	29	30
NM_001275366.1	6	4	46	49
NM_141312.4	25	16	28	42
NM_141313.3	127	168	1198	1165
NR_073985.1	0	0	0	4
NM_001275367.1	1	2	8	8
NM_141316.2	0	0	0	1
NM_141317.3	16	26	175	168
NM_001275368.1	0	0	1	4
NM_001275370.1	0	0	1	0
NM_169094.2	4	0	15	15
NM_141322.2	44	80	298	288
NM_141323.2	36	42	246	248
NM_141325.3	12	22	115	112
NM_169098.4	95	102	602	603
NM_001260006.1	0	0	1	1
NM_169103.2	11	17	54	73
NM_141330.2	3	0	9	11
NM_141331.3	702	729	3035	3099
NM_141332.4	12	16	111	113
NM_141333.3	76	94	533	594
NM_001275372.1	6	5	43	31
NM_001260007.1	0	0	3	10
NM_001202252.3	11	3	13	13
NM_141337.2	24	33	236	203
NM_001347780.1	0	0	1	1
NM_141341.3	0	0	3	0
NM_001104222.2	0	2	0	0
NM_079995.3	31	46	382	414
NM_001104223.2	0	0	0	6
NM_141345.2	6	8	53	52
NM_169115.2	7	2	11	22
NM_169116.2	3	8	37	34
NM_141346.3	5	0	19	18
NM_001260010.1	4	0	10	5
NM_169121.2	0	0	14	21
NM_169119.3	0	0	0	1
NM_001260009.1	4	3	25	31
NM_079520.3	0	0	0	2
NM_001104224.2	197	515	4773	4870
NM_141354.3	294	795	2634	2552
NR_125082.1	2	0	0	0
NR_125083.1	0	0	0	2
NM_141355.3	0	0	10	0
NM_169125.3	0	0	2	2
NM_169126.2	62	153	10	10
NM_079521.4	0	0	2	0
NM_141363.2	4	6	18	22
NM_169130.2	0	1	3	0
NM_001275375.1	0	0	6	7
NM_001300263.1	0	0	2	0
NM_141369.3	0	0	4	2
NM_141371.3	2	0	18	24
NM_141375.3	34	69	14	14
NM_169132.2	0	0	0	1
NM_141384.4	2	0	2	0
NM_141385.2	0	0	1	7
NM_141386.2	0	0	5	0
NM_141387.4	66	109	217	233
NM_141388.4	22	46	163	194
NM_141389.4	2	8	62	75
NM_001275382.1	0	0	3	10
NM_001300265.1	6	7	87	69
NM_001300264.1	0	0	1	1
NM_001043218.3	0	0	3	11
NM_141392.3	22	29	398	414
NM_001043219.1	4	7	0	0
NM_141393.2	2	3	2	4
NM_141394.3	2	0	2	0
NM_079522.4	94	106	263	274
NM_169139.2	0	0	3	7
NM_169140.2	0	1	2	2
NM_001275387.1	0	4	14	3
NM_141398.4	0	0	3	3
NM_001275389.1	22	31	308	289
NM_141400.4	0	0	1	0
NM_141401.2	747	1183	16365	16708
NM_001300268.1	2	0	0	0
NM_001300267.1	0	0	2	0
NM_001275391.1	0	0	8	0
NM_001260023.1	0	0	0	1
NM_001300273.1	0	2	6	7
NM_141419.4	64	83	166	232
NM_001316493.1	1	0	17	15
NR_002492.2	0	6	4	2
NR_125085.1	0	0	0	1
NM_057853.3	0	0	4	4
NR_073987.2	0	0	2	0
NR_125090.1	0	0	2	0
NR_125091.1	0	0	0	1
NM_141429.3	0	0	2	0
NM_141431.2	102	180	537	513
NM_001260027.2	0	0	1	2
NM_141433.3	1	1	4	1
NR_133347.1	0	0	56	41
NM_001275397.1	1	2	14	14
NM_169166.2	0	0	2	2
NM_169167.2	0	0	1	1
NM_143711.3	115	134	518	523
NM_141435.3	16	24	86	77
NM_169169.3	1	0	2	4
NR_133348.1	0	1	8	9
NM_057424.4	3785	4728	8335	8600
NR_073989.1	0	0	1	0
NR_133349.1	0	0	0	1
NM_001316489.1	9	10	43	58
NM_169173.3	3	1	12	5
NM_141437.4	58	61	240	249
NM_141438.4	28	56	182	137
NM_141442.3	8	13	147	154
NM_001014609.3	0	0	2	1
NM_141444.2	0	7	94	108
NM_141445.3	2	6	38	34
NM_141446.2	32	18	392	368
NM_001260029.2	0	2	6	14
NM_001104229.3	362	642	4402	4523
NM_141453.5	20	28	276	254
NM_141455.4	0	0	1	0
NM_141456.4	2	0	14	12
NM_001104230.3	0	0	4	0
NR_125094.1	2	0	0	2
NM_058116.5	10	2	46	31
NM_169182.2	0	0	10	12
NM_141465.3	16	2	0	0
NM_176415.3	18	16	170	172
NR_001999.1	0	0	2	0
NR_002493.3	0	0	2	6
NM_079533.4	1	9	15	16
NM_169187.3	2	4	45	36
NM_141468.1	0	0	2	0
NM_079535.3	0	2	102	118
NM_079536.3	0	0	2	5
NM_079537.4	46	142	782	710
NM_079538.3	2	0	0	0
NM_079540.6	58	118	351	355
NM_001260036.2	5	2	5	2
NM_079542.4	6	10	13	13
NR_133355.1	1	2	3	5
NM_079543.3	0	0	1	0
NM_001275416.2	3	0	1	0
NM_079545.4	0	0	20	18
NM_169190.2	0	2	0	2
NM_169191.4	0	2	19	6
NM_141475.3	66	208	134	126
NM_169193.3	2	3	12	5
NM_144393.3	2	2	6	20
NM_144392.2	0	2	2	3
NM_141479.3	0	0	3	0
NM_141480.2	24	34	237	248
NM_144390.3	0	0	1	0
NM_141482.2	0	0	0	2
NM_141483.3	0	2	2	2
NM_169195.4	0	3	4	6
NM_169196.2	0	0	20	6
NM_001260040.2	2	0	2	6
NM_001275421.1	0	0	3	0
NM_001170070.3	0	2	0	0
NM_001275422.1	0	0	6	13
NM_079546.3	45	52	258	305
NM_206459.2	0	0	2	0
NM_001300285.1	0	0	27	13
NM_141491.3	0	2	3	2
NM_141492.3	0	0	1	0
NM_001260045.1	0	0	1	3
NM_080111.4	26	24	247	239
NM_001300291.1	0	4	13	11
NM_001275427.1	0	0	0	1
NM_141497.2	240	326	734	716
NM_001275429.1	0	0	0	1
NM_001260046.1	0	0	11	14
NM_141500.2	315	357	1100	962
NM_141501.2	183	106	630	653
NM_141502.3	28	29	375	364
NM_141503.4	6	4	18	29
NM_080169.3	8	16	0	2
NM_001275436.1	0	1	3	0
NM_141505.4	0	0	4	1
NM_001316496.1	0	1	0	2
NR_125104.1	0	0	2	0
NM_141507.2	0	0	2	0
NR_125105.1	0	0	0	2
NM_001104237.2	48	46	290	272
NM_079549.3	19	36	552	487
NM_001300294.1	0	0	8	6
NM_141510.4	41	64	525	463
NM_001300297.1	0	0	8	7
NM_141513.3	16	26	184	150
NM_141514.3	0	0	1	0
NR_125108.1	6	38	8	11
NR_125110.1	0	0	0	2
NM_141517.4	1	2	18	26
NM_143926.2	0	6	43	30
NM_079550.4	40	69	559	646
NM_057773.4	14	34	148	154
NM_141520.3	10	22	182	182
NM_169213.2	0	2	0	0
NM_141521.2	0	2	4	0
NM_079551.4	4	35	106	86
NM_141525.2	9	16	79	86
NM_141526.4	32	72	311	315
NM_141527.3	12	10	44	38
NM_141531.3	81	81	321	284
NM_141532.3	16	6	70	58
NM_141533.4	6	3	9	7
NM_001043222.3	0	2	6	8
NM_143927.4	32	53	43	53
NM_057538.3	18	13	97	66
NM_141535.4	2	16	74	69
NM_169217.3	5	4	8	18
NM_141539.4	74	44	422	459
NM_169221.3	0	1	14	13
NM_141540.3	33	26	196	196
NM_001260059.2	2	0	12	4
NM_169223.4	0	0	2	0
NM_141546.4	7	7	73	69
NM_001275441.1	0	0	1	0
NM_169224.2	0	0	2	0
NM_001300306.1	0	0	3	9
NM_169226.2	2	10	38	24
NM_001300307.1	0	0	0	1
NR_125117.1	0	0	2	0
NM_001300309.1	0	0	2	2
NM_001300310.1	0	0	1	2
NM_001275446.1	5	10	68	77
NM_141551.2	5	3	9	6
NM_001275449.1	1	1	0	0
NM_001275450.1	34	18	107	173
NM_001316526.1	0	1	0	0
NM_001275451.2	1	0	30	13
NM_169232.2	0	0	2	0
NM_079560.5	22	30	132	122
NM_141556.5	18	36	150	156
NM_141557.2	5	6	45	61
NM_141562.3	4	4	3	2
NM_001300312.1	0	0	12	11
NM_141566.2	0	4	26	20
NM_141567.2	0	2	48	44
NM_141568.3	18	56	176	184
NM_141569.4	32	26	395	328
NM_141570.3	0	0	12	18
NM_001202265.1	0	0	1	0
NM_141574.4	0	4	9	5
NM_001104240.1	0	2	1	6
NM_176421.3	0	0	1	2
NM_176422.2	3	10	43	30
NM_001031986.2	14	12	58	80
NM_141576.2	0	2	0	7
NM_141578.2	120	156	1865	1871
NM_001275459.1	0	0	2	3
NM_141580.3	6	3	32	38
NM_001275460.1	0	0	0	2
NM_001170086.3	0	0	0	1
NM_001275461.2	0	7	39	30
NM_176424.3	13	18	292	306
NR_125119.1	0	0	1	0
NM_001260068.2	0	0	22	15
NM_141583.4	79	104	1452	1377
NM_001260072.2	2	0	50	23
NM_001144556.2	0	0	2	4
NM_170646.6	0	6	82	82
NM_001382097.1	0	0	0	1
NM_001104242.3	1	8	13	19
NM_141590.4	30	46	279	292
NM_001300313.1	0	0	0	1
NM_141593.4	40	38	221	247
NM_141595.3	27	42	162	191
NM_001275465.1	1	4	30	35
NM_169249.2	1	1	24	23
NM_169251.1	0	1	0	1
NM_141601.2	313	348	2184	2066
NM_141602.4	26	43	321	300
NM_141603.3	2	0	1	0
NM_001170090.1	0	0	0	1
NM_141604.3	1	0	2	5
NM_169253.2	0	1	1	2
NM_001170089.1	0	0	9	4
NM_001170091.1	2	6	37	36
NM_143932.3	8	10	57	53
NM_141605.2	4	0	48	36
NM_169254.2	4	15	51	41
NM_001275469.1	0	0	3	3
NM_057582.5	0	2	17	21
NM_057581.5	3	0	1	8
NM_057746.4	0	2	14	6
NM_001275470.1	0	0	1	0
NM_058128.5	0	1	27	15
NM_141607.3	0	0	1	2
NM_141608.3	36	62	123	132
NM_141609.3	0	8	18	37
NM_169260.4	1	1	8	4
NM_176427.3	0	0	0	1
NM_141610.3	0	0	2	0
NM_169262.2	2	0	1	1
NM_141611.2	17	16	130	144
NM_141612.3	28	15	3	6
NM_141615.2	0	4	46	44
NM_141616.2	0	0	0	1
NM_141617.3	2	8	38	49
NM_141619.3	433	512	2367	2076
NM_169263.2	0	0	3	0
NM_080087.3	16	36	196	196
NM_141620.3	28	50	230	272
NR_163201.1	0	0	12	8
NM_001170096.2	0	0	0	2
NM_141624.3	0	0	2	2
NM_141625.3	1	2	10	19
NM_141626.2	0	0	2	0
NM_169266.2	0	0	5	6
NM_001031991.3	0	0	1	5
NM_001275480.2	0	0	3	0
NM_001300317.1	0	0	1	10
NR_003890.1	1	0	0	0
NR_003891.1	0	0	1	0
NM_169272.2	0	0	38	37
NM_141629.3	0	0	5	2
NM_001382200.1	7	18	44	27
NM_079564.4	0	2	43	31
NR_133368.1	0	0	0	4
NM_079565.3	0	0	10	12
NM_001043225.2	12	12	52	54
NM_169277.2	0	1	2	4
NM_141630.2	0	0	2	0
NM_141631.3	8	10	97	93
NM_169280.4	0	2	17	12
NM_141637.3	22	30	56	62
NM_169286.2	0	12	53	42
NM_141638.3	1	8	10	11
NM_141640.5	0	2	0	0
NM_001260074.1	0	0	3	10
NM_079568.3	2	3	63	71
NM_141641.4	22	48	146	156
NM_141642.3	1	4	25	29
NM_057351.5	152	178	1194	1087
NM_057751.4	6	10	72	85
NM_176433.2	16	26	87	98
NM_001170099.3	0	0	2	4
NM_141645.4	64	86	616	640
NM_169292.3	10	6	86	58
NR_033167.1	0	0	0	1
NM_141646.2	24	18	110	115
NM_141647.5	12	6	67	62
NM_141648.3	42	49	106	129
NM_141649.2	78	114	330	315
NM_001275493.1	0	0	1	0
NM_141652.2	16	20	136	92
NM_141653.5	0	0	0	1
NM_141655.2	2	0	1	9
NM_001275496.1	0	0	0	3
NM_001170101.1	0	0	1	1
NM_141657.4	1	0	2	2
NM_141659.4	109	70	354	476
NM_001014611.3	2	1	24	28
NM_141661.2	12	23	243	310
NM_141662.3	14	41	39	40
NM_141663.4	8	10	60	100
NM_001275501.1	0	0	2	1
NR_163208.1	0	4	3	3
NM_169298.3	0	0	3	3
NM_001104255.3	0	0	3	1
NM_079570.4	0	0	30	44
NM_141667.3	2	0	0	0
NM_141668.3	71	90	359	375
NM_141669.3	2	5	13	16
NM_001275502.1	0	0	1	0
NM_176439.3	36	44	85	77
NM_141674.3	62	50	310	342
NM_079571.2	26	47	825	703
NR_048355.2	0	0	5	2
NM_079573.5	100	204	480	508
NM_001275503.1	24	47	0	0
NM_141677.3	1	3	7	13
NM_001104257.2	6	1	10	21
NM_001104258.2	4	0	2	3
NM_169305.3	0	0	4	4
NM_141680.2	6	21	248	201
NM_141682.4	110	184	209	219
NM_141683.3	136	316	289	316
NM_079574.3	43	49	406	358
NM_001170106.1	0	0	6	2
NM_143731.6	0	0	14	10
NM_169310.2	0	0	1	1
NM_001014612.3	1	3	28	25
NM_141686.3	0	1	1	1
NM_141688.1	0	0	2	0
NM_169311.2	19	46	210	198
NR_002494.2	0	0	2	0
NR_037757.1	2	2	32	24
NM_001104261.2	0	1	4	11
NM_001275509.1	0	0	2	0
NM_141693.3	100	98	518	563
NM_141694.3	12	49	212	197
NM_001275512.1	38	21	132	178
NR_073992.1	0	0	2	0
NM_141698.2	13	17	45	47
NM_141699.3	0	4	10	5
NM_141700.3	0	2	19	26
NM_141701.3	8	10	40	60
NM_169312.3	20	58	306	306
NM_001144558.2	0	0	3	0
NM_001275516.1	0	3	18	33
NM_141708.3	0	0	0	2
NM_001260087.3	4	1	17	15
NM_176450.1	0	0	1	0
NM_141712.4	25	34	90	110
NM_141713.4	6	4	20	36
NM_141714.4	12	16	50	34
NM_141715.3	32	36	65	79
NM_141716.3	50	58	499	419
NM_141718.2	0	0	0	2
NR_125127.1	0	0	2	0
NR_133372.1	0	1	0	2
NM_141723.2	0	0	0	1
NM_141724.4	26	23	167	178
NM_134286.3	0	0	5	3
NM_057532.4	0	0	41	39
NM_169330.2	0	0	5	2
NM_001275522.1	0	1	4	4
NM_001202278.2	0	0	2	2
NM_143815.4	36	14	76	74
NM_141726.3	16	18	76	84
NM_001144561.2	1	0	0	0
NM_169336.4	61	132	2552	2546
NM_141732.2	1	1	0	1
NM_141733.3	1	9	18	17
NM_144351.4	32	42	236	274
NM_206470.1	4	1	5	5
NM_141739.2	2	6	22	42
NM_169338.2	0	0	7	5
NM_169340.2	0	1	0	0
NM_079578.3	28	46	250	284
NM_001260096.2	2	5	40	30
NM_141743.3	24	24	174	158
NM_079579.3	186	303	1111	1165
NM_141744.3	4	4	33	32
NM_141745.4	11	12	40	34
NM_141746.4	77	185	333	303
NM_057229.5	96	111	399	389
NM_141747.3	0	0	99	72
NM_001104270.2	96	80	2746	2664
NR_073996.1	0	0	2	0
NM_001032001.2	15	28	118	117
NM_001260099.1	0	2	0	2
NM_169352.3	0	0	1	2
NM_169353.3	0	0	12	13
NM_141750.2	0	0	7	12
NM_169355.3	2	14	0	7
NM_169357.2	16	18	162	166
NM_141757.2	0	0	1	0
NM_079581.4	31	43	83	106
NM_001300346.1	7	10	14	19
NM_001300347.1	352	431	796	719
NM_169361.3	9	11	13	20
NM_169362.4	519	916	355	356
NM_141759.4	6	7	6	2
NM_001170112.1	0	0	0	2
NM_079582.5	18	16	128	118
NM_169364.3	4	4	83	72
NM_141760.4	40	92	470	414
NM_079584.4	12	28	152	136
NM_141761.2	8	36	2397	2352
NM_141762.6	0	2	18	14
NM_141764.4	0	0	4	2
NM_001104273.2	3	0	5	6
NM_001104272.2	13	33	139	116
NM_141769.4	3	3	19	24
NM_001170114.1	0	0	1	2
NM_141770.3	0	0	6	5
NM_141771.3	4	0	12	10
NM_141772.3	14	23	96	100
NM_079586.4	260	412	892	881
NM_141774.4	4	12	4	2
NM_079587.3	171	523	61	54
NR_125135.1	0	0	4	0
NM_141775.2	0	0	27	52
NM_169372.3	0	2	2	3
NM_141778.2	6	12	96	74
NM_141780.4	24	36	218	220
NM_141779.3	0	0	2	0
NM_001043240.3	0	2	2	10
NM_001104274.2	0	0	0	4
NM_144369.3	50	84	376	430
NM_001275540.1	0	0	0	4
NM_144366.4	0	0	0	2
NM_079590.3	34	92	148	178
NM_144362.2	0	0	4	0
NM_169375.2	0	0	6	7
NM_169374.2	2	0	0	0
NM_001104275.3	0	0	3	5
NM_001316502.1	0	2	1	2
NM_141792.3	96	182	378	415
NM_079591.6	1	2	1	0
NM_001104278.2	10	10	43	47
NM_141794.2	20	53	725	853
NM_169377.2	0	0	0	1
NM_169380.2	42	33	477	490
NM_169378.2	15	13	23	22
NR_037759.1	0	0	1	2
NR_002496.2	3	0	8	9
NR_003894.1	0	1	0	0
NM_141797.4	21	32	67	47
NM_141798.3	34	30	166	194
NM_141799.2	4	6	44	40
NM_141800.2	6	0	33	37
NM_141801.3	36	46	253	259
NM_141802.2	0	0	2	1
NM_001260113.1	0	2	1	1
NM_141804.2	0	0	0	1
NM_141805.2	0	1	0	0
NM_001260114.2	0	0	3	2
NM_141807.2	297	631	707	699
NR_125141.1	0	0	2	4
NM_001260115.2	0	0	0	1
NM_079594.5	6	10	66	52
NM_141810.4	42	50	454	444
NM_080512.5	1	2	4	6
NM_169389.3	44	60	481	416
NM_141816.4	92	130	5502	5771
NM_141817.3	0	0	2	3
NM_141818.2	1	0	0	0
NM_141819.2	2	6	3	7
NM_169391.1	2	1	7	2
NM_001260125.2	0	1	21	33
NM_169392.2	0	6	68	26
NM_001300360.1	0	0	20	11
NM_001014616.2	0	2	7	4
NM_141826.4	88	157	246	228
NM_001032006.2	3	8	20	27
NM_001032010.2	1	0	8	3
NM_141829.3	24	44	537	489
NM_141830.3	0	0	0	2
NM_141832.4	5	6	92	98
NM_169402.3	0	0	12	9
NM_169403.2	0	0	8	3
NM_141833.3	14	12	67	65
NM_169409.4	0	3	14	20
NM_141835.5	4	3	27	34
NM_141837.2	2	2	4	2
NM_001300361.1	0	0	2	5
NM_169413.2	0	0	2	6
NM_144455.4	2	4	48	40
NM_141839.3	19	22	190	208
NM_169418.3	0	0	4	3
NM_169414.2	10	21	168	198
NR_073997.1	0	0	3	0
NM_001275549.1	0	0	9	4
NM_001043241.3	88	136	563	529
NM_141844.4	14	26	143	150
NM_169419.3	10	10	108	122
NM_079596.3	0	1	0	0
NM_079597.3	104	105	1256	1279
NM_141846.3	4	4	20	16
NM_141847.3	2	8	4	4
NM_079595.3	2	2	61	86
NM_141854.4	14	22	389	402
NM_141855.4	1	2	5	5
NM_001260127.1	0	0	2	2
NM_001260128.2	1	4	40	31
NM_143729.3	240	390	7928	8207
NM_169423.3	0	12	488	503
NM_001043243.3	4	15	34	18
NM_141856.3	0	0	2	0
NM_141858.2	1	0	2	5
NM_058053.4	0	0	0	1
NM_169434.2	0	0	3	1
NM_169436.3	0	1	1	3
NM_141864.2	0	0	1	0
NM_176463.2	0	1	0	1
NM_169437.2	0	0	1	0
NM_169438.2	1	1	0	1
NM_001144565.2	2	2	5	2
NM_141866.2	0	0	6	4
NM_141867.4	9	10	94	119
NM_169440.3	99	186	317	366
NM_169441.2	3	2	225	209
NM_080059.3	0	4	75	109
NM_141875.3	20	16	120	118
NM_057401.4	2	0	27	56
NM_001104284.2	0	0	1	0
NM_001316533.1	0	2	2	0
NM_001275562.1	0	0	1	1
NM_141880.4	0	3	15	17
NR_073998.1	0	1	0	0
NM_141881.2	14	44	50	46
NM_141882.3	8	6	18	36
NM_141883.2	0	0	10	6
NM_001260137.1	0	0	37	46
NM_141885.3	0	4	26	36
NM_001275565.1	1	0	0	2
NM_001104285.2	46	98	629	618
NM_141889.4	10	10	116	106
NM_169451.2	0	0	1	0
NM_001300368.1	0	0	0	1
NM_141903.3	2	0	0	0
NM_001275568.1	2	0	12	1
NM_001275567.1	0	0	2	0
NM_141906.4	16	20	45	98
NR_133379.1	0	0	2	0
NM_141913.3	0	0	2	0
NM_141914.2	2	0	2	0
NM_001275569.1	0	0	0	1
NR_133381.1	0	0	0	1
NR_074000.1	0	0	2	0
NM_141915.2	1641	1725	7594	7663
NR_133382.1	5	0	0	0
NM_169458.1	2	0	2	2
NM_001300371.1	0	0	8	6
NM_141920.3	0	2	10	17
NM_169461.3	58	78	784	785
NM_141922.2	12	33	20	19
NM_001300373.1	0	0	1	1
NM_001300374.1	0	0	1	0
NM_001038953.2	1	0	0	1
NR_133383.1	0	0	1	0
NM_080173.2	2	4	6	19
NM_176479.2	14	50	4	6
NM_080175.3	0	2	3	1
NM_080176.3	0	0	2	2
NM_080375.3	2	0	2	0
NM_001363930.1	8	10	49	51
NM_141930.3	32	38	293	293
NM_141932.3	26	44	411	420
NM_141933.2	102	136	748	713
NM_141934.2	0	3	11	10
NM_206479.2	0	2	9	5
NM_001300377.1	1	0	1	0
NM_079603.3	0	0	21	8
NM_141937.2	22	22	110	116
NM_080198.3	292	367	1898	1952
NM_141938.1	0	1	0	2
NM_141939.4	28	47	188	157
NM_141940.3	0	0	6	8
NM_079604.3	436	466	2276	2275
NM_141941.3	31	49	173	193
NM_141942.3	34	44	223	179
NM_141944.3	0	0	4	0
NM_144474.1	1	3	28	21
NM_169466.1	12	19	150	128
NM_169468.1	1	0	1	0
NM_169465.1	0	0	0	2
NM_169467.1	4	1	11	12
NM_141946.3	344	428	252	288
NM_141948.3	10	8	60	47
NM_001202282.1	0	0	1	0
NM_001202283.1	0	0	1	1
NM_141951.1	14	38	260	203
NM_169469.2	3	2	231	212
NR_002020.1	0	0	1	4
NM_176486.2	2	0	50	83
NM_080188.3	2	0	27	31
NM_141952.2	2	0	100	75
NM_001260149.2	0	0	0	1
NM_001316576.1	0	0	0	1
NM_001260147.1	0	0	0	1
NM_169475.2	0	0	2	3
NM_057560.4	1	0	3	1
NM_169476.2	0	0	3	6
NM_144457.3	0	0	1	0
NM_001043245.2	0	0	2	0
NM_141962.4	4	6	93	96
NM_141963.3	6	4	88	74
NM_001104289.2	0	0	1	0
NM_141966.4	0	0	10	12
NM_001260150.1	3	20	95	78
NM_079606.4	22	32	185	185
NM_141967.4	2	6	46	59
NM_143768.3	0	3	21	27
NM_001202284.1	0	1	7	2
NM_080502.5	38	42	194	187
NM_169477.2	0	5	8	11
NM_079607.3	174	209	740	791
NM_141968.5	0	0	2	0
NM_169478.2	2	3	3	0
NM_079608.3	96	104	513	481
NM_141970.2	11	21	46	66
NM_079609.3	10	8	56	48
NM_169479.2	3	2	1	1
NM_141972.2	0	0	0	2
NM_169480.2	6	12	12	12
NM_141977.3	20	27	67	69
NM_141983.3	58	69	78	72
NM_141982.3	0	3	29	10
NM_169484.2	2	2	4	4
NM_169485.2	0	0	0	1
NM_141986.4	2	0	11	21
NM_079610.3	66	166	1499	1445
NM_141988.2	0	0	7	4
NM_141990.3	2	0	18	26
NM_141991.3	12	18	165	177
NM_141995.4	100	100	159	154
NM_141994.2	6	0	9	23
NM_169491.2	2	0	12	7
NM_001275591.2	0	2	22	17
NM_169490.2	0	1	2	3
NM_169493.3	24	32	85	94
